,Unnamed: 0,date,time,abstract,sentiment_score,sentiment_score1,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment
332,332,2019-08-06,08:55:18+0000,Wall Street recovered some of its losses as Monday’s panic over an escalating trade war eased.,"{'neg': 0.411, 'neu': 0.498, 'pos': 0.091, 'compound': -0.8271}","{'neg': 0.411, 'neu': 0.498, 'pos': 0.091, 'compound': -0.8271}",0.411,0.498,0.091,-0.8271
333,333,2019-11-05,14:43:48+0000,"The overall trade deficit continued to widen in the first nine months of 2019, suggesting that the global trade wars haven’t had the desired effect.","{'neg': 0.207, 'neu': 0.724, 'pos': 0.069, 'compound': -0.6369}","{'neg': 0.207, 'neu': 0.724, 'pos': 0.069, 'compound': -0.6369}",0.207,0.724,0.069,-0.6369
334,334,2019-10-08,16:55:44+0000,The International Monetary Fund is the latest global organization to warn of growing economic fallout from President Trump’s trade war.,"{'neg': 0.221, 'neu': 0.708, 'pos': 0.071, 'compound': -0.5574}","{'neg': 0.221, 'neu': 0.708, 'pos': 0.071, 'compound': -0.5574}",0.221,0.708,0.071,-0.5574
335,335,2019-09-12,11:00:03+0000,The top 10 Democrats will be on a single stage for the first time on Thursday. Here are the key dynamics to watch for.,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4404}",0.0,0.843,0.157,0.4404
336,336,2019-09-04,19:33:45+0000,"The chief executive, C. Allen Parker, told Senator Elizabeth Warren that the bank had begun an “extensive review” of overdraft fees for such accounts in response to a New York Times article.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
337,337,2019-09-06,10:21:00+0000,The move comes as Beijing fights a costly trade war with the United States while looking for ways to keep its growth going.,"{'neg': 0.263, 'neu': 0.559, 'pos': 0.178, 'compound': -0.3818}","{'neg': 0.263, 'neu': 0.559, 'pos': 0.178, 'compound': -0.3818}",0.263,0.559,0.178,-0.3818
338,338,2019-08-20,17:57:47+0000,"Some of the administration’s favorite data points are now flashing warning signs about investment, jobs and growth.","{'neg': 0.109, 'neu': 0.636, 'pos': 0.255, 'compound': 0.4939}","{'neg': 0.109, 'neu': 0.636, 'pos': 0.255, 'compound': 0.4939}",0.109,0.636,0.255,0.4939
339,339,2019-07-28,11:00:02+0000,"Plus, the Epstein scandal takes another casualty — Deutsche Bank.","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.743}","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.743}",0.474,0.526,0.0,-0.743
340,340,2019-07-28,18:52:11+0000,"Economists don’t know when the decade-long expansion, now the longest in American history, will end. But here are the indicators they will be watching to figure it out.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
341,341,2019-07-19,18:01:09+0000,"James Bullard, president of the Federal Reserve Bank of St. Louis, also said he prefers a 0.25 percentage-point cut at the Fed’s next meeting.","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}",0.087,0.913,0.0,-0.2732
342,342,2019-08-07,14:31:13+0000,"Central banks in India, Thailand and New Zealand cut interest rates in what one analyst called “defensive action” amid fears of worsening U.S.-China tensions.","{'neg': 0.325, 'neu': 0.583, 'pos': 0.092, 'compound': -0.765}","{'neg': 0.325, 'neu': 0.583, 'pos': 0.092, 'compound': -0.765}",0.325,0.583,0.092,-0.765
343,343,2019-09-05,02:34:51+0000,"The 2020 Democratic presidential candidates dove into the weeds at times, providing an alphabet soup of chemical compounds, federal programs and shorthand.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
344,344,2019-08-09,04:27:12+0000,"The Senate majority leader did not back the legislation, but he said the chamber would consider it when lawmakers come back into session next month.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
345,345,2019-08-19,04:11:00+0000,"As the economy shows ominous signs, the president has started to blame outside forces conspiring against him.","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5859}","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5859}",0.242,0.758,0.0,-0.5859
346,346,2019-09-12,13:36:14+0000,Other financial markets are also showing signs that investors are less panicked about a recession in the United States.,"{'neg': 0.228, 'neu': 0.651, 'pos': 0.122, 'compound': -0.3492}","{'neg': 0.228, 'neu': 0.651, 'pos': 0.122, 'compound': -0.3492}",0.228,0.651,0.122,-0.3492
347,347,2019-08-21,20:33:22+0000,"The Labor Department provided a revised picture of employment growth over a one-year period, offering the latest sign of a cooling economy.","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3818}",0.0,0.874,0.126,0.3818
348,348,2019-08-21,13:00:04+0000,"The senator from Massachusetts wrote to the bank, asking for information on its account closure practices and overdraft fees as described in a New York Times article.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
349,349,2019-09-03,19:35:53+0000,"President Trump said Chinese supply chains “would crumble,” as a closely watched index signaled a contraction in United States factory activity for the first time since 2016.","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4215}",0.0,0.896,0.104,0.4215
350,350,2019-07-02,18:09:59+0000,"Ms. Lagarde, the International Monetary Fund’s current leader, is set to succeed Mario Draghi in the European Central Bank’s top job.","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6124}","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6124}",0.0,0.792,0.208,0.6124
351,351,2019-10-11,23:02:29+0000,"The Federal Reserve’s rate cuts have buoyed stocks, but the economy shows signs of a slowdown. What should an investor do?","{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.1531}","{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.1531}",0.078,0.922,0.0,-0.1531
352,352,2019-07-31,12:03:19+0000,"The eurozone economies grew 0.2 percent last quarter, and inflation remains far below the European Central Bank’s target.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
353,353,2019-08-28,10:42:18+0000,Altria and Philip Morris International are in talks to recombine as they confront slowing cigarette sales and competition from e-cigarettes.,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1779}","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1779}",0.082,0.918,0.0,-0.1779
354,354,2019-07-30,18:00:16+0000,"As Democrats gather for the next presidential debates this week, several are struggling with fund-raising. An accounting maneuver last month made some appear to have more cash on hand than they did.","{'neg': 0.077, 'neu': 0.827, 'pos': 0.096, 'compound': 0.1689}","{'neg': 0.077, 'neu': 0.827, 'pos': 0.096, 'compound': 0.1689}",0.077,0.827,0.096,0.1689
355,355,2019-08-01,17:27:03+0000,"Unemployment is low and growth is solid, but the president’s 2020 rivals are challenging the Trump economic record on several fronts.","{'neg': 0.143, 'neu': 0.653, 'pos': 0.204, 'compound': 0.128}","{'neg': 0.143, 'neu': 0.653, 'pos': 0.204, 'compound': 0.128}",0.143,0.653,0.204,0.128
356,356,2019-11-04,14:28:05+0000,"Things feel chillier in the executive suite than they do at the mall, and the future of a record expansion hangs in the balance.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
357,357,2019-09-18,10:54:49+0000,"The social network announced efforts to limit extremism on its site, including a new definition of terrorism and a panel of content judges.","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.6808}","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.6808}",0.187,0.813,0.0,-0.6808
358,358,2019-08-05,10:36:38+0000,"John Flint, who was C.E.O. for only 18 months, resigned “by mutual agreement” with the board, which also announced solid earnings.","{'neg': 0.088, 'neu': 0.841, 'pos': 0.071, 'compound': -0.1027}","{'neg': 0.088, 'neu': 0.841, 'pos': 0.071, 'compound': -0.1027}",0.088,0.841,0.071,-0.1027
359,359,2019-08-02,08:12:49+0000,Wall Street’s slide continued as a clash between the world’s biggest economies cast a chill on markets.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
360,360,2019-11-13,08:00:13+0000,Fed research suggested higher minimum wages did not cost jobs in border counties. Industry-level analysis and real-life stories back that up — with caveats.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
361,361,2019-09-12,12:00:07+0000,"In her latest proposal to redistribute wealth in the United States, Ms. Warren calls for raising taxes on the rich to expand Social Security benefits.","{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.9423}","{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.9423}",0.0,0.529,0.471,0.9423
362,362,2019-08-06,22:59:10+0000,President Trump has made no secret of his frustration that the United States dollar has strengthened against other currencies.,"{'neg': 0.205, 'neu': 0.579, 'pos': 0.216, 'compound': 0.0772}","{'neg': 0.205, 'neu': 0.579, 'pos': 0.216, 'compound': 0.0772}",0.205,0.579,0.216,0.0772
363,363,2019-07-01,03:27:07+0000,"A resumption of negotiations between Washington and Beijing lifted markets. Still, many doubt the two sides can reach a deal anytime soon.","{'neg': 0.116, 'neu': 0.833, 'pos': 0.051, 'compound': -0.34}","{'neg': 0.116, 'neu': 0.833, 'pos': 0.051, 'compound': -0.34}",0.116,0.833,0.051,-0.34
364,364,2019-07-12,20:34:01+0000,"If approved by the Justice Department, the settlement would be the biggest fine levied by the federal government against a technology company.","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.7906}","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.7906}",0.0,0.692,0.308,0.7906
365,365,2019-10-01,09:48:52+0000,Growth in global trade is slowing dramatically as the world economy weakens and as the United States and China escalate their trade war.,"{'neg': 0.203, 'neu': 0.621, 'pos': 0.176, 'compound': -0.2023}","{'neg': 0.203, 'neu': 0.621, 'pos': 0.176, 'compound': -0.2023}",0.203,0.621,0.176,-0.2023
366,366,2019-07-05,09:54:02+0000,"The embattled German lender’s board is expected to vote as soon as Sunday on an extensive turnaround plan that could lead to 20,000 layoffs.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
367,367,2019-10-28,15:51:51+0000,"The S&P 500 is at a record, after climbing about 6 percent from its August lows.","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.2023}","{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.2023}",0.122,0.878,0.0,-0.2023
368,368,2019-09-05,10:34:14+0000,Google agreed to pay a record $170 million fine to settle charges that its YouTube unit violated children’s privacy. But critics think it got off easy.,"{'neg': 0.268, 'neu': 0.531, 'pos': 0.201, 'compound': -0.3182}","{'neg': 0.268, 'neu': 0.531, 'pos': 0.201, 'compound': -0.3182}",0.268,0.531,0.201,-0.3182
369,369,2019-07-19,09:49:05+0000,"The financial fallout from the troubled 737 Max jetliner continues to swell for the plane maker, and could yet climb higher.","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4588}","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4588}",0.13,0.87,0.0,-0.4588
370,370,2019-07-17,19:58:01+0000,Skeptical House committee members said Facebook’s Libra plans could be a threat to central banks and aid tax evaders and drug dealers.,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6908}","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.6908}",0.231,0.769,0.0,-0.6908
371,371,2019-10-14,07:00:10+0000,"As companies start reporting quarterly earnings this week, what they say about the future could jolt the stock market.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
372,372,2019-10-11,15:30:05+0000,"Stocks rallied Friday, erasing their losses for the week, as investors hoped for a breakthrough in the U.S.-China trade war.","{'neg': 0.262, 'neu': 0.635, 'pos': 0.103, 'compound': -0.6124}","{'neg': 0.262, 'neu': 0.635, 'pos': 0.103, 'compound': -0.6124}",0.262,0.635,0.103,-0.6124
373,373,2019-10-25,13:00:05+0000,A new report recommends setting aside six weeks of take-home pay to ride out gyrations in income and expenses. But two-thirds of families don’t have that buffer.,"{'neg': 0.051, 'neu': 0.879, 'pos': 0.07, 'compound': 0.128}","{'neg': 0.051, 'neu': 0.879, 'pos': 0.07, 'compound': 0.128}",0.051,0.879,0.07,0.128
374,374,2019-08-06,21:19:16+0000,The move is mainly symbolic but will escalate tensions with Beijing.,"{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5499}","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5499}",0.262,0.738,0.0,-0.5499
375,375,2019-08-23,12:44:39+0000,The president said he would raise tariffs on $250 billion worth of Chinese imports to 30 percent and would start the next $300 billion at a rate of 15 percent.,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.2263}","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.2263}",0.0,0.936,0.064,0.2263
376,376,2019-09-17,09:00:03+0000,The spike in oil prices after the drone attacks in Saudi Arabia won’t start a recession. But a sustained surge in energy prices might have a bigger impact.,"{'neg': 0.191, 'neu': 0.738, 'pos': 0.07, 'compound': -0.5574}","{'neg': 0.191, 'neu': 0.738, 'pos': 0.07, 'compound': -0.5574}",0.191,0.738,0.07,-0.5574
377,377,2019-09-03,18:27:39+0000,A key index fell to its lowest level since January 2016 as production managers said President Trump’s trade war with China was straining supply chains.,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.8316}","{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.8316}",0.295,0.705,0.0,-0.8316
378,378,2019-08-18,20:21:15+0000,"Growth is slowing, worries of a recession are rising and the Fed just cut interest rates. Wall Street analysts expect lower rates to crimp banks’ profitability.","{'neg': 0.278, 'neu': 0.506, 'pos': 0.216, 'compound': -0.296}","{'neg': 0.278, 'neu': 0.506, 'pos': 0.216, 'compound': -0.296}",0.278,0.506,0.216,-0.296
379,379,2019-08-02,10:18:55+0000,"The tech billionaire argues that the company is selling an advanced military technology, artificial intelligence, to America’s main rival.","{'neg': 0.11, 'neu': 0.675, 'pos': 0.215, 'compound': 0.3612}","{'neg': 0.11, 'neu': 0.675, 'pos': 0.215, 'compound': 0.3612}",0.11,0.675,0.215,0.3612
380,380,2019-10-19,15:24:01+0000,"A decade into the recovery, workers say they’re still dogged by the concessions they made when the economy was weak.","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.4404}",0.139,0.861,0.0,-0.4404
381,381,2019-09-05,02:11:28+0000,"Beijing’s top trade negotiator is set to go to Washington in early October, after President Trump’s new penalties on Chinese goods are set to kick in. The S&P 500 rose on the news.","{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.2023}",0.0,0.947,0.053,0.2023
382,382,2019-07-25,12:27:18+0000,"The central bank said it is weighing options for pushing up inflation, which has remained stubbornly below the level considered optimal for growth.","{'neg': 0.087, 'neu': 0.727, 'pos': 0.185, 'compound': 0.4019}","{'neg': 0.087, 'neu': 0.727, 'pos': 0.185, 'compound': 0.4019}",0.087,0.727,0.185,0.4019
383,383,2019-11-12,19:39:39+0000,"President Trump, in an economic address in New York, said his policies have fueled America’s growth but gave little indication that a breakthrough in China trade talks was imminent.","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2023}",0.0,0.938,0.062,0.2023
384,384,2019-08-16,07:00:05+0000,"When the bank closes customers’ accounts, it doesn’t always mean money stops going out. That can leave customers with hefty overdraft charges.","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4404}",0.205,0.795,0.0,-0.4404
385,385,2019-08-05,11:07:24+0000,"The trade war intensified Monday, as Beijing allowed its currency to weaken and the Treasury Department labeled China a currency manipulator.","{'neg': 0.263, 'neu': 0.667, 'pos': 0.071, 'compound': -0.7096}","{'neg': 0.263, 'neu': 0.667, 'pos': 0.071, 'compound': -0.7096}",0.263,0.667,0.071,-0.7096
386,386,2019-08-16,07:00:05+0000,"When the bank closes customers’ accounts, it doesn’t always mean money stops going out. That can leave customers with hefty overdraft charges.","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4404}",0.205,0.795,0.0,-0.4404
387,387,2019-08-05,11:07:24+0000,"The trade war intensified Monday, as Beijing allowed its currency to weaken and the Treasury Department labeled China a currency manipulator.","{'neg': 0.263, 'neu': 0.667, 'pos': 0.071, 'compound': -0.7096}","{'neg': 0.263, 'neu': 0.667, 'pos': 0.071, 'compound': -0.7096}",0.263,0.667,0.071,-0.7096
388,388,2019-08-01,10:10:16+0000,"The central bank cut interest rates as expected. But many traders, President Trump and two Fed governors disagree with the direction that the Fed is taking.","{'neg': 0.153, 'neu': 0.749, 'pos': 0.098, 'compound': -0.1779}","{'neg': 0.153, 'neu': 0.749, 'pos': 0.098, 'compound': -0.1779}",0.153,0.749,0.098,-0.1779
389,389,2019-11-02,15:10:07+0000,A ‘Medicare for all’ proposal would push the boundaries of taxing corporations and the rich to fund expanded government programs.,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",0.0,0.833,0.167,0.5574
390,390,2019-07-31,10:30:37+0000,"The investment giant announced that it is becoming a C corporation and moving to a “one share, one-vote” model that could give its stock price a boost.","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5994}","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5994}",0.0,0.811,0.189,0.5994
391,391,2019-10-30,10:01:27+0000,"This time the automaker is in talks to combine with Peugeot, just months after its attempts to join with Renault failed.","{'neg': 0.135, 'neu': 0.776, 'pos': 0.09, 'compound': -0.2732}","{'neg': 0.135, 'neu': 0.776, 'pos': 0.09, 'compound': -0.2732}",0.135,0.776,0.09,-0.2732
392,392,2019-08-22,09:00:21+0000,Polling suggests that worries about the health of the economic expansion cross party lines.,"{'neg': 0.16, 'neu': 0.686, 'pos': 0.154, 'compound': -0.0258}","{'neg': 0.16, 'neu': 0.686, 'pos': 0.154, 'compound': -0.0258}",0.16,0.686,0.154,-0.0258
393,393,2019-08-15,09:00:02+0000,More than 30 around the world have acted in the face of recession fears. Economists warn of a currency-tied competition.,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.7184}","{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.7184}",0.304,0.696,0.0,-0.7184
394,394,2019-07-23,22:57:02+0000,"After seven years of strong growth, carmakers are selling fewer cars, cutting production and laying off workers as even inventories of unsold S.U.V.s rise.","{'neg': 0.053, 'neu': 0.739, 'pos': 0.208, 'compound': 0.6597}","{'neg': 0.053, 'neu': 0.739, 'pos': 0.208, 'compound': 0.6597}",0.053,0.739,0.208,0.6597
395,395,2019-08-08,09:58:22+0000,"A letter that Mr. Wexner sent to his foundation sheds light on how his life became intertwined with Mr. Epstein, who is accused of abusing underage girls.","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.6369}","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.6369}",0.178,0.822,0.0,-0.6369
396,396,2019-11-08,14:00:10+0000,"The cards, to be issued by some banks, will let customers use their chosen names. The goal is to avoid potential bias.","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.3818}","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.3818}",0.153,0.847,0.0,-0.3818
397,397,2019-09-12,12:04:49+0000,"The bank announced measures to stimulate eurozone growth, but will face questions about what else it can do if the economy fails to respond.","{'neg': 0.132, 'neu': 0.751, 'pos': 0.116, 'compound': -0.3506}","{'neg': 0.132, 'neu': 0.751, 'pos': 0.116, 'compound': -0.3506}",0.132,0.751,0.116,-0.3506
398,398,2019-10-21,17:43:16+0000,Executives fanned out in Washington to court lawmakers and regulators. Mark Zuckerberg is expected to testify about Libra this week before the House.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
399,399,2019-08-30,09:00:19+0000,"As consumers worry about trade, the president’s advisers worry about confidence.","{'neg': 0.339, 'neu': 0.468, 'pos': 0.193, 'compound': -0.3612}","{'neg': 0.339, 'neu': 0.468, 'pos': 0.193, 'compound': -0.3612}",0.339,0.468,0.193,-0.3612
400,400,2019-09-29,18:45:41+0000,"The central bank is independent, but its future leadership rests on the most political of questions: Who is in government?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
401,401,2019-11-01,11:00:08+0000,The endowment model and the 60/40 split offer different risks and returns. Investors should examine the pros and cons before embracing either strategy.,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}",0.087,0.913,0.0,-0.2732
402,402,2019-07-29,14:03:11+0000,American officials are playing down the likelihood of an agreement as they restart negotiations with their Chinese counterparts in Shanghai this week.,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6124}","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6124}",0.0,0.8,0.2,0.6124
403,403,2019-10-18,09:00:13+0000,Facebook’s Libra project led Beijing to accelerate its efforts. The government could soon know a lot more about how people are spending.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
404,404,2019-07-03,10:27:39+0000,European officials nominated the International Monetary Fund’s current leader to succeed Mario Draghi as president of the central bank.,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",0.0,0.849,0.151,0.4939
405,405,2019-08-03,00:04:01+0000,The S&P 500 recorded its worst week this year as investors were rattled by renewed trade tensions that threatened to undermine the global economy.,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.9001}","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.9001}",0.375,0.625,0.0,-0.9001
406,406,2019-11-11,11:26:25+0000,Her policy would make it much harder for people to remain multibillionaires into old age. Here’s what that would look like for Bill Gates and others.,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}",0.0,0.909,0.091,0.3612
407,407,2019-08-22,10:15:01+0000,"As the economy softens, the president’s early attempts to supercharge it are faltering or maybe even less effective than first thought. That could be a problem next year.","{'neg': 0.089, 'neu': 0.819, 'pos': 0.092, 'compound': 0.0276}","{'neg': 0.089, 'neu': 0.819, 'pos': 0.092, 'compound': 0.0276}",0.089,0.819,0.092,0.0276
408,408,2019-07-30,17:12:09+0000,The president suggested China would rather wait until after the 2020 election in the hopes of dealing with a Democrat. “They would just love if I got defeated.”,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7906}","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7906}",0.0,0.774,0.226,0.7906
409,409,2019-11-01,09:00:25+0000,"The economy added 128,000 jobs in October, a figure that would have been higher without the General Motors strike and other factors.","{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.128}","{'neg': 0.07, 'neu': 0.93, 'pos': 0.0, 'compound': -0.128}",0.07,0.93,0.0,-0.128
410,410,2019-09-05,22:16:17+0000,"Stocks rebounded as the United States and China scheduled further discussions, but there is little sign of tangible progress.","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.6808}","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.6808}",0.0,0.752,0.248,0.6808
411,411,2019-08-14,22:24:37+0000,"Shares on Wall Street fell sharply after reports showed a slowdown in China and a contraction in Germany, partly reflecting the U.S. trade war’s impact.","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}",0.0,0.909,0.091,0.296
412,412,2019-08-13,09:00:06+0000,"Tax cuts and tariffs have not caused a significant return of factory activity, data from the government and other sources show.","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.4199}","{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.4199}",0.174,0.826,0.0,-0.4199
413,413,2019-07-26,11:00:05+0000,"The G.D.P. report indicates that business investment, manufacturing and housing are struggling, but Americans are spending at a healthy clip.","{'neg': 0.085, 'neu': 0.757, 'pos': 0.158, 'compound': 0.3919}","{'neg': 0.085, 'neu': 0.757, 'pos': 0.158, 'compound': 0.3919}",0.085,0.757,0.158,0.3919
414,414,2019-10-04,08:01:19+0000,"Job growth was steady last month. The economy  lost some momentum, though, as the trade war hurt manufacturing and global growth cooled.","{'neg': 0.302, 'neu': 0.535, 'pos': 0.164, 'compound': -0.6597}","{'neg': 0.302, 'neu': 0.535, 'pos': 0.164, 'compound': -0.6597}",0.302,0.535,0.164,-0.6597
415,415,2019-07-16,04:00:08+0000,She’s run the I.M.F. She’s a lawyer. She’s not an economist. Does that matter as she prepares to lead the European Central Bank?,"{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.0258}","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.0258}",0.0,0.95,0.05,0.0258
